hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
20,3,15.5439,267.741,11.4667,-5.82149,12.859819388704492
21,3,28.9922,266.616,7.8565,-4.94308,9.282167426652032
22,3,32.4199,266.052,6.74245,-4.48149,8.095948654889062
23,3,33.1357,265.612,7.01493,-4.1714,8.16148398668404
24,3,31.0703,265.129,6.22234,-3.7262,7.252729245987334
1,4,29.9229,271.271,4.67774,-3.42008,5.794669853753534
2,4,29.6221,270.875,0.966214,-2.67756,2.8465588079988793
3,4,31.9014,270.736,-0.0619678,-2.07064,2.0715670440120544
4,4,32.9111,270.271,-1.41924,-2.25543,2.6648089354586006
5,4,33.8945,269.93,1.27986,-3.32371,3.5616133680819426
6,4,34.8057,269.501,6.42334,-0.388878,6.4351008426041005
7,4,0.0,269.376,0.598789,-1.8602,1.9541986353799863
8,4,15.4883,269.976,0.160658,-2.68649,2.691289563213888
9,4,90.7799,270.63,-0.126469,1.10535,1.1125614726661175
10,4,167.738,270.985,0.814367,1.88753,2.055714744702922
11,4,280.501,271.875,0.0831251,4.42488,4.425660718655465
12,4,389.266,273.977,0.977156,1.22142,1.5641932951959614
13,4,399.069,275.979,4.49458,0.971081,4.598287473066576
14,4,353.317,276.485,7.85829,0.862503,7.90548120920599
15,4,351.474,276.479,6.98884,-0.694752,7.023287327676691
16,4,177.871,275.325,6.35197,-0.215431,6.355622188004963
17,4,159.888,275.043,7.85875,2.75097,8.32633097488924
18,4,54.4279,273.16,6.84717,-3.55232,7.713800256118899
19,4,0.0,271.048,6.52577,-3.1741,7.256761323269492
20,4,19.5645,269.368,6.57319,-3.72872,7.557127735753842
21,4,31.9092,268.335,5.52349,-3.46896,6.522470794238943
22,4,33.8115,267.704,5.15944,-3.13676,6.038135839081463
23,4,29.5049,267.337,5.32547,-2.01417,5.693637809854083
24,4,32.0361,266.831,5.13738,-2.15198,5.5698914877042265
1,5,27.9551,270.56,6.48926,-0.668127,6.52356413594049
2,5,27.1396,270.065,6.91104,-1.60481,7.094919944417978
3,5,30.5166,270.003,-1.56197,-1.86312,2.431247913171341
4,5,32.0449,269.677,1.24385,-1.12848,1.679473111693069
5,5,33.5273,268.968,2.74568,-0.998024,2.921439810602984
6,5,34.3242,268.915,3.38232,2.20194,4.035917286813494
7,5,0.0,268.87,1.22086,1.53628,1.9623086857067111
8,5,18.6484,269.455,4.24122,-1.7944,4.605194724265196
9,5,131.96,270.225,2.33007,-2.48059,3.403314994677983
10,5,248.816,271.083,0.139563,1.55452,1.5607723284864452
11,5,335.86,272.378,-1.00672,0.439039,1.0982897622763312
12,5,352.407,273.879,-1.58583,2.17455,2.691379663183922
13,5,399.116,275.867,4.18012,3.77577,5.632924844811973
14,5,468.895,276.264,6.1493,2.06905,6.488055054675477
15,5,364.053,276.389,4.8448,2.82283,5.607178992051172
16,5,279.106,276.003,6.83585,3.0834,7.499079995739478
17,5,148.934,274.62,8.19029,3.14258,8.772494476515787
18,5,49.3107,273.507,7.74805,2.49016,8.13837671947545
19,5,0.0,271.92,8.43202,-3.12478,8.992397418308423
20,5,17.1592,270.3,10.7607,-4.05831,11.500545402114632
21,5,18.0508,268.675,8.08306,-3.3005,8.730931176776048
22,5,22.8965,267.899,-0.00462151,-0.807175,0.807188230203885
23,5,24.7598,267.186,0.663364,-1.32081,1.4780361472562165
24,5,31.335,266.416,1.47039,-1.43421,2.054021683478536
1,6,30.9336,270.542,-0.765136,-5.24967,5.305136021573434
2,6,30.4648,270.422,2.12881,-5.52131,5.917490695573589
3,6,32.917,270.385,0.207563,-5.15218,5.1563592923078
4,6,33.2158,270.135,-1.12334,-4.5235,4.660895300862271
5,6,33.666,269.719,-0.0599842,-4.228,4.228425487607608
6,6,31.5977,269.674,-0.893069,-4.13741,4.232698163921094
7,6,0.0,269.674,1.35611,-1.94126,2.36802126673305
8,6,10.0176,269.846,-0.558092,-3.8237,3.8642138101383576
9,6,92.1159,270.313,0.477047,-3.09143,3.128020665710027
10,6,215.355,272.477,1.61222,-0.471357,1.6797115079230125
11,6,209.907,272.821,3.6593,-0.0634022,3.659849222162689
12,6,227.985,273.915,3.32091,-0.0940056,3.3222402503328023
13,6,454.273,275.704,5.45796,2.16249,5.870748705378216
14,6,504.38,276.251,6.19471,-0.51152,6.215793166965902
15,6,466.271,275.571,8.32673,-2.40374,8.666740937659322
16,6,366.2,275.196,9.67375,-1.53477,9.794741344997325
17,6,233.52,274.102,9.79039,-4.80322,10.905166606728207
18,6,82.2325,271.735,7.97901,-5.65193,9.777981044418116
19,6,1.87109,269.94,7.62929,-6.41336,9.966807532690696
20,6,26.4189,268.574,8.32026,-7.28584,11.059393788684803
21,6,29.7021,267.696,6.63091,-5.61105,8.686359970125576
22,6,31.1602,267.232,6.07057,-4.79546,7.736165506017823
23,6,33.7188,267.067,6.44657,-4.89308,8.093237711280944
24,6,35.6221,266.987,5.67156,-6.09729,8.327276756401218
1,7,29.3086,271.439,0.0239267,-3.09049,3.0905826193572126
2,7,29.3643,271.043,-0.0186491,-2.92903,2.929089368699905
3,7,31.6973,270.839,1.77397,-2.09114,2.742231948705288
4,7,32.5137,270.423,1.02119,-0.837954,1.3209829378973825
5,7,32.8447,270.023,3.07478,-1.79148,3.558605434548764
6,7,33.7451,269.669,0.389646,-1.90499,1.9444307407094756
7,7,0.0,269.557,0.711094,-2.26157,2.3707284833434636
8,7,16.1309,270.1,2.22706,-3.72165,4.337104444914833
9,7,115.217,271.063,1.57617,-2.29749,2.7861751863441753
10,7,184.027,271.72,0.908117,0.803057,1.2122611232477927
11,7,225.454,272.25,-0.616582,-0.367113,0.7175969046010441
12,7,289.703,273.867,-0.192278,1.07347,1.0905542949271256
13,7,353.569,276.193,4.42182,2.69081,5.176190739192288
14,7,371.77,276.924,6.80018,-0.821091,6.849572137198133
15,7,478.178,277.018,5.61335,0.745678,5.66266137979166
16,7,299.293,276.095,7.14152,-3.23838,7.841454771584161
17,7,169.755,275.452,8.78795,-0.9751,8.841882447335522
18,7,66.1583,273.941,7.04591,-3.67634,7.947346948743335
19,7,0.822266,271.566,6.83046,-4.34793,8.096893175564317
20,7,20.3164,269.816,7.50776,-5.49776,9.305472864674853
21,7,29.252,268.431,7.47271,-4.6799,8.817191092071216
22,7,36.4355,267.795,7.04323,-4.18169,8.19106953266788
23,7,36.5078,267.525,7.29129,-3.63331,8.146401133028007
24,7,32.8965,267.17,7.13055,-3.37561,7.88920060428178
1,8,29.1309,270.658,1.60449,-4.63834,4.908012440458969
2,8,29.6084,270.095,0.484281,-4.84016,4.864326974264888
3,8,31.3311,269.789,-1.15474,-2.40657,2.669270243437333
4,8,32.6748,269.602,0.14912,-2.32379,2.328569676539656
5,8,33.7354,269.033,2.19197,-3.9448,4.512890373241964
6,8,33.9932,268.789,2.66552,-2.89767,3.9371929466689846
7,8,0.0,268.697,0.299961,-1.60044,1.6283073404984085
8,8,13.9766,269.072,0.315931,-1.98727,2.0122262421658754
9,8,88.6002,270.658,0.904293,-1.66614,1.8957236954390269
10,8,178.051,271.375,1.85148,0.75374,1.9990253069933857
11,8,276.141,272.767,1.95324,0.445387,2.0033761697117694
12,8,291.344,274.148,1.9088,-0.828869,2.0809952568809473
13,8,377.929,275.744,3.85639,1.44178,4.1170952625000075
14,8,453.458,276.836,5.60438,-1.94804,5.933290404657436
15,8,465.037,276.994,5.1739,0.553295,5.203400481130104
16,8,296.996,276.49,7.95548,-0.657326,7.982589774044261
17,8,219.583,275.553,9.86998,-3.46094,10.459187869237267
18,8,81.17,272.898,8.29151,-5.02302,9.694321430636597
19,8,1.44727,270.75,7.01601,-5.84207,9.129850941006648
20,8,19.0703,269.289,8.33003,-7.19698,11.008447707161078
21,8,23.6035,268.164,7.25591,-5.77365,9.272716120457911
22,8,28.3691,267.601,6.84889,-4.53276,8.212990164958192
23,8,25.541,267.317,6.51493,-3.7671,7.525646504779506
24,8,29.5361,267.14,6.42254,-4.88147,8.067079360741408
1,9,29.9033,273.009,3.40137,-4.40201,5.563003677600797
2,9,30.0303,272.791,3.42373,-4.62385,5.753426451724224
3,9,32.6914,272.549,3.11381,-2.4012,3.932120821655916
4,9,32.6533,271.908,-1.04424,-1.37702,1.7281843819453988
5,9,33.8838,271.416,2.86287,-1.42185,3.196510919643479
6,9,34.2139,271.119,7.01123,-2.45821,7.429679839468186
7,9,0.0,271.215,0.585606,-4.2811,4.320966511931792
8,9,17.1719,271.578,1.37208,-2.92526,3.231060134692637
9,9,126.155,271.968,2.04248,0.315796,2.0667490568562017
10,9,191.855,272.422,-0.0181522,1.08626,1.0864116576900489
11,9,194.235,272.885,2.3424,1.89314,3.011779676470376
12,9,272.219,274.298,-0.465715,2.53344,2.5758898840643405
13,9,434.085,276.34,4.52436,1.47596,4.75902209820463
14,9,337.786,276.426,6.08876,-0.138962,6.090345538230487
15,9,352.256,276.59,5.46882,0.876537,5.538619801427879
16,9,283.918,276.675,7.163,1.28603,7.277529949158574
17,9,145.434,275.876,9.20348,0.77783,9.236290576811669
18,9,65.8693,274.458,7.82276,-2.52693,8.220763300478856
19,9,0.0,272.335,7.66542,-4.59598,8.937656065031815
20,9,18.0098,270.533,9.12886,-6.3044,11.094212196438285
21,9,22.8926,269.081,8.46294,-6.43625,10.632340640992462
22,9,37.2314,268.325,7.55983,-5.10161,9.120167444789598
23,9,37.9639,267.947,6.92997,-4.03761,8.020397665515096
24,9,30.0117,267.693,5.46649,-3.21839,6.343543734554055
1,10,29.2979,271.55,4.7666,-5.03922,6.93644100157999
2,10,29.8213,271.152,1.81241,-5.30158,5.602818978380437
3,10,31.6123,270.8,-0.771929,-4.61995,4.683995344098989
4,10,31.9658,270.675,1.26435,-2.94489,3.2048335424168286
5,10,32.5898,270.147,-0.212328,-3.85496,3.8608029969404036
6,10,34.5537,270.189,3.52295,-1.97628,4.039413242155351
7,10,0.0,269.958,-0.386074,-4.34067,4.357805546645697
8,10,14.9648,270.092,-0.756334,-4.22262,4.289820600439604
9,10,102.061,271.375,2.25048,0.765015,2.376953550371778
10,10,177.676,271.68,0.426184,2.28401,2.323431617662977
11,10,263.782,272.297,0.987422,3.45613,3.5944174469563213
12,10,320.328,274.018,1.24962,0.811756,1.490133533592208
13,10,257.273,275.352,4.21528,0.615612,4.259995729216638
14,10,328.317,276.047,5.57411,2.8044,6.2398206426226706
15,10,379.099,276.672,7.3238,0.88728,7.377351302357778
16,10,339.028,275.57,9.59562,0.575096,9.612838217384917
17,10,233.684,275.351,10.0902,-2.01563,10.289552970702857
18,10,85.6974,273.5,8.06934,-3.38386,8.750128943918485
19,10,1.43262,271.462,5.94374,-5.15848,7.8700674138154625
20,10,17.9824,270.106,6.63862,-6.57442,9.343140469927658
21,10,27.5195,268.782,6.56255,-7.20773,9.747739956287303
22,10,31.5156,268.384,6.23757,-4.75395,7.842660269793662
23,10,30.123,268.061,5.6829,-3.29054,6.566810938469296
24,10,30.9385,267.685,5.15399,-3.43323,6.192792678024996
1,11,30.1777,270.813,1.58496,-4.37418,4.652477713433993
2,11,30.9072,270.35,0.806546,-3.62776,3.716336780717808
3,11,32.2129,270.013,0.827681,-3.43196,3.530354837599331
4,11,32.6846,269.863,-1.31084,-2.57575,2.890119299977079
5,11,33.7881,269.263,1.06306,-1.98386,2.2507325614563807
6,11,35.7441,268.926,2.72949,-2.45089,3.668375315067966
7,11,0.0,268.951,1.05777,-1.85923,2.1390683873593193
8,11,13.6582,269.4,0.572767,-2.29733,2.367654359316199
9,11,95.6198,270.876,0.127926,-2.9303,2.933091057481169
10,11,191.051,271.813,1.0712,1.0721,1.5155420977326892
11,11,274.876,273.025,1.69152,1.40828,2.201020778820591
12,11,263.25,274.152,3.39171,0.287342,3.4038598897522205
13,11,251.476,275.201,5.69477,0.116589,5.695963337998323
14,11,447.958,276.113,6.49989,3.36446,7.3190273331707125
15,11,455.615,275.913,8.49861,1.80671,8.688531116143857
16,11,342.121,275.6,8.28166,0.252342,8.28550353572817
17,11,234.427,274.888,10.1434,-2.6333,10.479638946547729
18,11,84.9982,272.763,8.50098,-2.92097,8.98881119510806
19,11,1.53125,270.864,6.42714,-4.32351,7.746022676167427
20,11,21.4961,269.513,7.97065,-6.40743,10.226750247629987
21,11,30.0176,268.263,6.29693,-5.22531,8.18261523114707
22,11,31.0928,267.339,5.73561,-4.10747,7.0546815571647175
23,11,28.7529,266.776,5.86942,-3.79347,6.988598269846393
24,11,32.0156,266.338,5.66668,-4.07093,6.97737295028007
1,12,29.6943,271.536,2.98535,-1.01774,3.154062353552954
2,12,29.835,271.131,0.241117,-4.35627,4.362937739710366
3,12,32.2822,270.834,2.83549,-5.30794,6.017826067916885
4,12,32.2148,270.709,0.282909,-4.02106,4.031000003210246
5,12,33.5576,270.661,2.94099,-3.72117,4.743050531988881
6,12,33.5645,270.706,4.77148,-2.8005,5.532614358546962
7,12,0.0,270.239,-1.21469,-5.60239,5.732560118149656
8,12,18.1875,270.41,0.565443,-2.1821,2.2541708445122346
9,12,132.436,270.707,1.99755,0.94812,2.2111394205024704
10,12,177.246,270.878,0.386145,0.575518,0.6930576666836605
11,12,169.313,271.424,1.86145,2.83943,3.395196434287713
12,12,379.563,272.22,4.33458,2.85961,5.192875227511248
13,12,438.007,273.172,5.40132,1.68007,5.656579615571586
14,12,264.333,273.344,6.52137,0.881058,6.580617742755159
15,12,302.568,273.626,7.16023,1.40095,7.295995789157228
16,12,245.621,273.628,7.82023,0.775291,7.858566878736924
17,12,141.208,272.926,10.4774,-1.00635,10.525618798080234
18,12,56.2833,271.676,9.74366,-1.67634,9.88681070877763
19,12,0.855469,269.549,9.97597,-4.93045,11.12786208772377
20,12,17.5811,267.925,11.3544,-6.34346,13.00622482243022
21,12,24.8145,266.55,10.1876,-6.69943,12.193012592665522
22,12,37.1602,265.675,10.1184,-6.06548,11.797121097555962
23,12,38.2412,265.253,9.6409,-5.40675,11.05350163398459
24,12,29.8926,265.048,8.46746,-4.70765,9.688129198875293
1,13,29.5107,273.924,0.820313,-4.60416,4.676665769922948
2,13,29.6025,273.759,2.75235,-5.47248,6.1256402010647015
3,13,31.8467,273.259,-1.77291,-3.68441,4.088775723392028
4,13,32.3828,272.677,0.509472,-3.23395,3.2738348036032607
5,13,33.6484,272.432,3.75252,-3.50047,5.131734265460362
6,13,33.5732,272.057,1.26611,0.0442276,1.2668822410554819
7,13,0.0,272.049,0.208164,-3.37778,3.38418823047655
8,13,15.3457,271.799,0.116224,-3.1279,3.130058534305069
9,13,115.171,271.842,0.566402,-0.230591,0.6115418504771362
10,13,196.84,272.134,3.11466,1.01888,3.27707542940348
11,13,225.563,272.837,2.49719,0.765699,2.611944267150622
12,13,330.657,274.768,3.41319,0.755116,3.495721120106122
13,13,394.523,275.456,4.97358,1.28065,5.135811760462021
14,13,299.114,276.008,5.92176,1.15059,6.032503530516994
15,13,386.193,276.469,5.11286,1.01277,5.212201113972868
16,13,295.465,277.089,5.96281,-0.28672,5.969699444235029
17,13,156.458,276.455,9.53795,-3.00391,9.999798272495301
18,13,73.92,275.184,9.25098,-0.854078,9.290321856129852
19,13,0.841797,273.097,7.56972,-3.85428,8.49447674649828
20,13,17.8145,271.434,6.88569,-4.67696,8.323862181565719
21,13,18.6787,269.933,4.56939,-4.82345,6.644169991398474
22,13,31.0625,268.844,5.04518,-4.07426,6.484862047877349
23,13,36.6699,268.378,5.22977,-3.43312,6.255941750631955
24,13,31.1045,268.094,4.92059,-2.83167,5.677196573750111
1,14,29.6934,272.302,3.22608,-4.38639,5.444998567355183
2,14,29.8906,272.156,0.144925,-4.09162,4.094185814056929
3,14,32.2432,271.768,0.0952587,-3.19515,3.196569683649285
4,14,32.2441,271.829,0.0231438,-2.40338,2.403491431205537
5,14,33.1328,271.768,2.33259,-2.45506,3.386487223023291
6,14,33.5068,270.877,2.85937,-2.41817,3.7448021237176206
7,14,0.0,271.028,2.77896,-4.49497,5.28463565276737
8,14,14.7324,271.23,1.98439,-2.79342,3.4265141132789747
9,14,108.897,271.459,4.35937,-3.2135,5.415781480719103
10,14,152.957,271.814,0.498938,-0.0465527,0.5011050605624433
11,14,186.282,271.883,0.738887,2.47566,2.583572417094013
12,14,290.063,273.181,2.2794,1.57103,2.7683568449352767
13,14,336.319,274.918,2.84077,1.66835,3.294444705166563
14,14,284.849,275.71,6.42762,1.14522,6.528845817814968
15,14,398.256,275.899,7.00447,1.10212,7.090646548467919
16,14,313.325,276.233,9.63029,0.0780258,9.630606082151095
17,14,213.114,275.431,9.52477,-0.192873,9.526722602607311
18,14,74.9708,273.996,9.68653,-1.43172,9.791766214493686
19,14,1.11523,271.863,7.3998,-5.91629,9.474150484560608
20,14,18.8496,270.258,7.92378,-7.02315,10.588244680347163
21,14,29.0498,268.806,7.52251,-7.15841,10.384170184863112
22,14,37.2812,268.069,6.63991,-5.10796,8.377330133741896
23,14,37.9385,267.779,6.60086,-4.15479,7.799591828018951
24,14,34.3203,267.581,6.13641,-3.49085,7.059855622503904
1,15,29.0986,272.333,3.30762,-2.81266,4.341820625037382
2,15,29.1631,271.994,1.97549,-2.43342,3.134341021091993
3,15,31.6533,271.472,-0.406694,-0.912922,0.9994131216468993
4,15,32.624,271.049,0.947948,-0.819399,1.2530044420930837
5,15,33.96,270.657,0.701735,-1.78123,1.9144744247769414
6,15,32.9316,270.635,0.901853,-0.66964,1.123279378965447
7,15,0.0,270.575,1.47135,-1.16392,1.8760545271659883
8,15,16.0156,270.444,2.00734,-2.85788,3.4924048977745983
9,15,118.647,271.214,2.15478,-1.95813,2.911588903897664
10,15,211.183,272.26,2.65958,1.83968,3.2338503797794975
11,15,253.579,272.756,4.20471,2.14216,4.718944336363802
12,15,373.391,273.911,1.76231,2.8098,3.316732213504732
13,15,406.71,275.647,5.61176,1.61561,5.839695708656402
14,15,302.161,275.868,6.4828,1.467,6.646712333176456
15,15,415.021,276.118,5.38044,0.416576,5.396542426162886
16,15,229.809,276.226,6.74259,0.997948,6.8160413818288985
17,15,122.802,275.762,9.88658,-2.79444,10.273916439703022
18,15,75.1154,274.262,9.26124,-1.07429,9.32333981691647
19,15,0.0205078,272.521,8.56972,-3.59549,9.293419672999816
20,15,16.9219,270.608,8.55854,-5.071,9.948047443171951
21,15,18.1172,269.021,7.87017,-5.55148,9.631121742523039
22,15,27.5195,268.021,8.20827,-4.42241,9.323808588822489
23,15,29.8291,267.607,7.83915,-3.76319,8.695623709579435
24,15,30.082,267.35,6.43816,-2.79554,7.0188993494136955
1,16,29.5537,271.884,-0.038085,-5.31803,5.318166370858005
2,16,29.0723,271.284,2.49551,-4.22932,4.910673866436255
3,16,31.9531,271.0,-0.454546,-4.92562,4.946548741346436
4,16,32.7578,270.781,1.72432,-4.19,4.530935826338749
5,16,33.9854,270.257,1.40584,-3.55955,3.8271114836257385
6,16,32.3447,270.174,0.495603,-1.31515,1.4054329781633133
7,16,0.0,270.255,-0.715664,-1.84946,1.9830978928171954
8,16,17.3711,270.179,1.14845,-0.611296,1.3010073797315678
9,16,127.307,271.724,0.180172,-3.04846,3.0537796779047435
10,16,225.785,272.896,1.84025,1.16683,2.178993417016215
11,16,261.719,273.547,3.97619,2.13386,4.512587441335625
12,16,375.297,274.618,2.0587,2.82006,3.4915589775342473
13,16,428.476,276.344,5.62495,1.24452,5.760980171194829
14,16,325.505,276.548,6.5038,1.26729,6.626117896936335
15,16,439.224,276.718,5.7657,0.587475,5.7955520328632195
16,16,256.387,276.594,7.0175,1.05361,7.096153907723536
17,16,126.934,276.016,10.1683,-1.78711,10.324150669285102
18,16,74.2404,274.368,8.85157,-0.638258,8.874551523286346
19,16,0.015625,272.592,7.89687,-3.67801,8.71138986367847
20,16,17.0664,270.717,7.86714,-4.77608,9.203414146174234
21,16,18.3115,269.216,6.37505,-4.89572,8.037993332971855
22,16,25.9102,268.193,6.68874,-3.8853,7.735295655474327
23,16,25.6602,267.667,6.15751,-3.27589,6.974696028659601
24,16,29.6924,267.288,6.06609,-2.85511,6.704409071663214
1,17,30.2139,274.389,-0.442382,-1.66178,1.719655373126837
2,17,30.3066,274.156,0.31973,-1.81135,1.83935208576281
3,17,32.3701,274.003,3.36186,-1.39388,3.639368642223538
4,17,32.9932,273.508,0.894238,-1.83307,2.0395605471630405
5,17,34.0938,272.882,-0.267992,-1.47361,1.4977804058552777
6,17,33.6387,272.502,1.34033,-2.13009,2.5166978199617054
7,17,0.0,272.384,5.09488,-2.97642,5.900582872123736
8,17,15.4707,272.411,3.43068,-3.99264,5.264099109249369
9,17,117.78,272.144,0.0981407,-2.14221,2.1444568732190654
10,17,201.457,272.878,1.18888,1.04476,1.5827062620713928
11,17,209.047,272.546,2.53674,2.46443,3.536730842529581
12,17,351.485,273.461,3.78575,2.08422,4.321559448960525
13,17,443.788,274.808,4.44624,3.58729,5.712941421168258
14,17,382.005,275.654,5.68251,-1.25859,5.820220673496839
15,17,438.724,276.279,6.19392,-1.16887,6.303245358012014
16,17,360.215,277.181,7.49796,0.0130844,7.497971416531498
17,17,204.778,276.152,9.65026,-2.39258,9.942432153351612
18,17,75.5294,274.71,9.73048,-0.722731,9.757283491257237
19,17,0.935547,272.994,8.43105,-4.26834,9.449938119273586
20,17,17.4258,271.148,9.873,-5.37471,11.241158151369458
21,17,18.627,269.55,8.68072,-5.60666,10.333902267488309
22,17,27.9863,268.557,7.72194,-4.57182,8.973845077557336
23,17,35.9287,268.245,7.39969,-3.8462,8.33958431434685
24,17,33.4287,268.028,5.88641,-2.73792,6.491997274683654
1,18,29.8291,273.755,5.396,-2.43815,5.921266032066115
2,18,29.873,273.964,1.15518,-2.88801,3.110473049634091
3,18,32.0166,273.509,0.572798,-3.097,3.149524813174838
4,18,32.4941,273.634,-0.423145,-1.24713,1.3169604883689563
5,18,33.7715,273.508,-0.0912342,0.164085,0.18774335267763811
6,18,33.8076,272.819,1.28711,-2.37179,2.6985255152027
7,18,0.0,272.124,3.50797,-1.4022,3.777832495082332
8,18,15.0293,272.885,0.843275,-2.14157,2.301615691318818
9,18,112.221,272.949,3.83984,-2.74182,4.718256896142897
10,18,168.043,272.372,2.30753,0.914873,2.4822746236121818
11,18,202.313,272.167,1.91125,1.87703,2.678827762921685
12,18,332.625,273.087,3.18809,1.54418,3.54237345864323
13,18,407.179,274.545,2.76411,1.58632,3.186960187153269
14,18,360.802,275.851,5.96669,-0.227829,5.971038067986252
15,18,441.537,276.619,6.82136,-0.55901,6.8442270878237235
16,18,370.184,276.899,7.89933,-0.368263,7.907909463699555
17,18,227.098,275.965,9.79137,-0.860353,9.829096284069507
18,18,77.8654,274.557,9.57667,-1.01326,9.630124823516049
19,18,1.07324,272.755,7.76503,-4.5115,8.980496820939251
20,18,17.6328,270.899,9.40034,-6.74776,11.571458729702146
21,18,18.7715,269.278,8.60552,-6.905,11.033313168327998
22,18,28.1475,268.403,7.95827,-5.64409,9.756526703750675
23,18,36.3955,268.04,7.55106,-4.16358,8.622871072908373
24,18,28.9971,267.903,6.27801,-2.75159,6.8545355122137925
1,19,29.502,273.575,-1.33057,-2.8942,3.1854058085116876
2,19,29.5605,273.45,0.653714,-3.42072,3.4826236248259734
3,19,31.5645,273.168,2.72416,-2.49056,3.6910617468690496
4,19,32.2646,273.043,-0.592091,-2.09528,2.177330941928902
5,19,33.5244,273.023,-0.101976,-1.67771,1.6808063388374046
