hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,18.0664,265.25,0.231219,-1.45645,1.474689400674257
2,1,17.2744,265.138,0.326212,-1.16712,1.211851213369034
3,1,17.1221,264.155,-0.622499,1.17023,1.3254973624647468
4,1,17.624,263.419,0.302626,-2.11159,2.1331654469299846
5,1,17.5752,263.463,0.60594,-1.87663,1.9720302838699004
6,1,16.2295,262.465,0.321638,0.675592,0.7482483234247839
7,1,15.9131,261.92,0.516191,-0.292212,0.5931618678109711
8,1,4.14062,262.183,-0.304518,-1.04583,1.08926195252749
9,1,74.5469,263.419,0.823213,0.277645,0.8687729216509916
10,1,226.526,264.625,0.0642052,3.63358,3.634147207269821
11,1,356.01,266.639,4.59926,-0.735775,4.657741662890397
12,1,441.566,269.763,2.68254,0.00795937,2.6825518081056323
13,1,472.648,272.595,-0.902269,1.74589,1.9652534799513777
14,1,446.531,273.843,1.38022,0.554289,1.487361268798203
15,1,366.214,274.97,2.19302,0.235874,2.205668439334435
16,1,241.428,275.206,1.69993,-0.951057,1.9478889655596388
17,1,95.2671,272.984,2.12842,2.63865,3.3900804590599325
18,1,3.74414,271.823,-0.0481367,1.37983,1.3806693922829207
19,1,0.0,271.184,1.15445,1.94511,2.2619035599689035
20,1,16.1436,270.403,0.0757713,1.1096,1.1121840899346158
21,1,16.5322,269.592,0.052392,1.59976,1.6006176867896968
22,1,16.8906,268.467,1.10715,0.689351,1.3042185107185837
23,1,18.04,267.53,-0.468263,1.05971,1.1585575174625558
24,1,19.2891,266.859,0.255016,0.111352,0.27826682906879147
1,2,18.7012,265.488,-1.90208,-0.766016,2.050533793590342
2,2,17.8643,265.019,-0.0815029,-0.905399,0.9090599935699568
3,2,17.8154,264.269,-0.192812,-0.511894,0.547002682424867
4,2,18.1162,263.563,-1.49376,-0.609152,1.6131909672149791
5,2,17.9941,263.559,-3.98683,-0.0460663,3.9870961303805665
6,2,16.585,263.013,-2.94448,-0.27265,2.9570763420818205
7,2,16.2227,262.554,-4.45012,-0.219458,4.4555280077858335
8,2,2.16406,262.634,0.0724354,0.149481,0.1661067624576435
9,2,68.1562,263.751,0.196259,0.492001,0.5297004616592287
10,2,209.588,265.517,-0.109135,1.41044,1.4146559446823102
11,2,335.307,267.697,-0.320658,-0.420345,0.5286884451063784
12,2,420.097,270.681,5.67083,1.09146,5.774911066025172
13,2,452.867,273.057,0.484938,1.1956,1.2902031715369484
14,2,430.375,273.927,1.38071,-0.267977,1.4064749470321185
15,2,356.011,274.927,1.74771,2.39066,2.9613756059811123
16,2,238.162,275.06,2.19554,1.47375,2.6443023567852446
17,2,97.1772,272.875,2.92383,0.818823,3.0363222777282717
18,2,4.87695,271.625,1.58028,-1.22173,1.9974756747705338
19,2,0.0,271.169,0.142239,-2.33614,2.3404661998672402
20,2,18.083,270.517,0.429775,-1.37233,1.4380529126304777
21,2,18.4551,269.746,-0.78794,-1.0018,1.2745401851648304
22,2,17.8506,268.875,-0.517845,-0.320903,0.6092143952944644
23,2,17.8223,268.334,-0.0483408,0.543105,0.5452521196379156
24,2,19.0361,267.302,0.182262,0.703637,0.7268593154201162
1,3,19.8916,266.411,1.32204,0.364843,1.371459141297691
2,3,19.1807,265.872,-0.0668545,0.298214,0.3056159582977466
3,3,19.1885,265.074,0.357969,0.0725784,0.3652525552375507
4,3,19.5088,264.264,-0.526476,2.13938,2.203207607779167
5,3,19.6143,264.12,-1.43947,-0.119797,1.4444463306433368
6,3,18.3906,263.695,-0.60512,-0.281439,0.6673665597862991
7,3,18.1191,263.087,-1.45451,-0.91184,1.716697855098561
8,3,3.26562,263.351,-1.53255,0.137274,1.538685690313652
9,3,107.164,265.22,-0.394561,2.11798,2.154418172760572
10,3,282.276,266.416,-0.000736237,-0.275595,0.2755959834067256
11,3,416.682,267.854,-0.275248,1.92145,1.9410645440077463
12,3,496.379,270.557,0.96233,0.660791,1.1673576035564253
13,3,514.742,272.884,2.27888,1.26689,2.6073558112578343
14,3,472.484,273.711,1.8353,1.03573,2.1073829084672773
15,3,375.621,274.409,-0.904632,1.33792,1.6150507675686234
16,3,237.756,274.442,-0.716085,-1.12684,1.3351202615588604
17,3,87.6577,272.686,3.27099,0.359838,3.29072316768579
18,3,4.17969,271.692,2.44796,-3.20171,4.030316995684086
19,3,0.0,271.124,1.20083,-1.51681,1.934607263761821
20,3,16.7988,270.667,1.25741,-0.924091,1.5604563705470909
21,3,17.8955,269.909,1.22817,-1.02475,1.5995355924142483
22,3,18.2822,269.05,0.791725,-1.78916,1.9565075980493918
23,3,19.4922,268.582,-0.0878916,0.390273,0.4000474320372023
24,3,20.9316,267.488,6.01332,1.38723,6.171257934594859
1,4,21.9434,266.767,-1.21165,-0.907618,1.5138910649131925
2,4,20.6865,266.227,0.0937901,-1.38343,1.3866056208446618
3,4,20.6406,265.572,-0.00531197,-0.983086,0.9831003511449281
4,4,20.9453,264.587,-1.07286,-2.699,2.9044155314968276
5,4,20.8252,264.241,-0.0620289,-0.168625,0.1796718538341774
6,4,19.6094,263.657,-1.09828,-0.376654,1.161071571487305
7,4,19.4062,263.067,-0.475019,-0.620825,0.7817075738318006
8,4,2.64648,263.087,-0.284986,0.199774,0.3480325721423212
9,4,70.5938,264.119,0.535127,-1.50702,1.5992092378825855
10,4,213.447,265.335,0.0798302,-1.03975,1.0428101089517878
11,4,339.432,267.221,-0.147318,1.15631,1.1656566429373616
12,4,424.254,270.512,0.190845,1.82485,1.8348022608785395
13,4,457.242,273.401,2.44588,1.85527,3.0699113582154123
14,4,435.156,274.25,1.29624,4.24521,4.4386986923759535
15,4,359.886,275.59,0.989411,-0.651333,1.1845542637675999
16,4,241.287,275.715,1.28684,-2.0116,2.38798905893641
17,4,99.9897,273.442,3.08887,-2.01223,3.686487142226323
18,4,5.3125,271.887,2.55929,-2.01568,3.257749402041231
19,4,0.0,271.508,1.90591,-1.0671,2.1843066035014407
20,4,19.2334,271.273,0.572842,-0.721943,0.921601677631394
21,4,20.0488,270.273,-0.58628,-0.80356,0.9947024238434327
22,4,20.2285,269.727,-0.839134,-0.707133,1.0973527006596375
23,4,21.1387,269.473,0.361327,1.04262,1.1034553300106897
24,4,22.6406,268.142,3.32093,1.16995,3.5209883651327223
1,5,20.4795,266.724,-1.04075,-2.63906,2.8368641571460556
2,5,19.6357,266.357,-1.29195,0.105831,1.2962773634762739
3,5,19.5225,265.248,-1.60199,-0.0783005,1.603902406133319
4,5,19.8662,264.387,-1.57189,-0.211691,1.5860804681922667
5,5,20.1445,264.28,-1.83058,0.309402,1.8565432216902467
6,5,19.1299,263.568,-0.0772877,0.0715885,0.10534847841112847
7,5,19.0381,263.072,-1.35783,0.212183,1.3743085295482234
8,5,2.88281,262.871,-1.06624,-2.018,2.2823653821419567
9,5,94.8438,264.335,-0.909209,-0.237492,0.9397145607816237
10,5,251.151,265.442,2.04614,0.704386,2.1639890333816387
11,5,377.885,267.412,1.77895,1.52301,2.3418417031473324
12,5,456.441,270.101,0.421803,0.95669,1.0455493899902577
13,5,478.648,272.359,-1.16741,-1.08028,1.5905505293765425
14,5,441.797,273.447,0.924169,-0.0506916,0.9255581985329502
15,5,352.449,274.464,-1.44174,2.5347,2.9160449786654525
16,5,223.17,274.771,1.44016,2.04552,2.5016420399409665
17,5,81.396,272.869,0.619627,2.29343,2.3756596523974136
18,5,3.42969,271.805,-0.185832,3.37837,3.3834771152061895
19,5,0.0,271.347,-1.34653,-1.07833,1.7250909047931358
20,5,19.5068,270.495,1.16464,0.610088,1.314759939055035
21,5,19.9395,269.835,2.1227,-1.00278,2.3476420124030835
22,5,19.9482,268.703,-1.08132,-1.37364,1.7481818532406748
23,5,20.6172,267.935,1.37451,2.57289,2.9170260012896696
24,5,21.8662,267.266,1.90345,0.838891,2.0801105769600325
1,6,21.9639,267.542,-1.16917,-2.89004,3.1175775356035653
2,6,21.1943,267.086,-2.07662,-2.54944,3.2881598102890317
3,6,21.0283,266.592,-1.12445,-2.66375,2.8913581350292805
4,6,21.25,265.998,-0.343859,-3.38405,3.4014751820909996
5,6,21.3145,265.662,-1.62062,-2.23552,2.7611517261461747
6,6,20.2559,265.037,-1.53041,-2.03827,2.548862366037052
7,6,19.9561,264.537,-1.09807,-1.91575,2.208134005761426
8,6,1.45312,264.282,-1.57014,-1.07025,1.9002038527747491
9,6,68.7891,265.329,-0.901397,-1.30194,1.583529069897045
10,6,215.182,267.056,-0.696049,0.386515,0.7961645907888645
11,6,342.01,268.761,-1.2191,-0.256283,1.245747079502497
12,6,425.769,271.092,0.713795,-0.870947,1.1260781406430016
13,6,456.507,273.052,0.670485,-0.974322,1.182731370560957
14,6,431.375,274.183,1.9022,-1.01065,2.154014452713816
15,6,354.777,274.799,1.79947,0.24564,1.8161583880543017
16,6,236.506,274.458,2.29319,0.272087,2.3092751485409875
17,6,98.2163,272.666,3.74951,-2.30227,4.399917316609484
18,6,6.87109,271.737,3.96407,-2.33111,4.598687290629795
19,6,0.0,271.586,2.99624,-2.00362,3.6044343858641676
20,6,20.9971,271.375,2.58261,-3.08083,4.020122871380924
21,6,22.2246,270.795,2.3561,-2.28354,3.281122085750544
22,6,22.8486,270.17,1.58323,-1.62559,2.269176079769924
23,6,23.2021,269.922,-0.38672,-1.71666,1.759680060124567
24,6,24.5244,269.406,-0.156116,-2.37937,2.384486066714587
1,7,20.3711,267.749,-0.893781,-0.914454,1.2786987894250155
2,7,19.7793,267.354,-1.47506,-1.17249,1.8842862849630893
3,7,20.0527,266.488,-1.12787,-0.867363,1.4228173848632155
4,7,20.2998,265.613,-1.59532,-0.92507,1.844125919589007
5,7,20.1328,265.411,-2.25148,-0.459152,2.2978213049547604
6,7,18.751,264.786,0.260603,-0.978216,1.0123341672911175
7,7,18.5176,264.218,0.118242,-1.02268,1.029492862026736
8,7,2.51562,264.161,0.0323963,-0.596125,0.5970046363963097
9,7,72.7891,265.094,0.336884,0.785458,0.854654959161883
10,7,216.057,266.355,-0.164799,-0.944052,0.9583281740119092
11,7,340.729,268.289,0.581686,-0.34515,0.6763779454535755
12,7,423.488,271.222,0.25774,0.176416,0.31233397614732855
13,7,454.351,273.952,1.32185,0.638959,1.4681811966446785
14,7,429.313,274.827,1.42124,1.21786,1.8716586540285598
15,7,352.98,276.221,2.25455,0.863804,2.4143639023386676
16,7,234.514,276.154,2.25559,1.61779,2.7757756991875264
17,7,94.8647,274.076,3.72217,-1.77151,4.122232063943028
18,7,4.83008,272.557,3.03731,-0.888722,3.164660934347312
