hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
6,11,0.0,294.951,-0.948915,-3.76,3.877891137877003
7,11,11.7148,294.95,-1.14695,-4.54337,4.685904956291794
8,11,80.5372,295.388,-3.0662,-4.44607,5.400844460350622
9,11,257.311,296.876,-2.13668,-4.27347,4.7778601134085115
10,11,414.624,297.962,-1.33476,-5.16626,5.3358997971476185
11,11,563.112,299.188,-1.66643,-6.04346,6.269002928416926
12,11,644.31,300.775,-0.800531,-4.7472,4.814224519272133
13,11,670.789,302.237,-2.5128,-4.4851,5.141039374484502
14,11,604.693,303.376,-2.92345,-4.43985,5.3159033028263405
15,11,542.669,303.988,-4.93716,-4.99235,7.021332308622061
16,11,433.828,303.712,-2.44833,-6.29567,6.754981905068289
17,11,285.529,303.063,-5.79174,-7.29918,9.317847439188945
18,11,128.32,301.6,-2.81313,-7.13424,7.668838293672647
19,11,12.9746,300.138,-3.58627,-4.89293,6.066473151494202
20,11,0.0,299.288,-5.76703,-8.34214,10.141495688531352
21,11,24.7305,298.513,-1.18634,-8.73742,8.817590989153445
22,11,25.3838,297.888,-8.48492,-8.59919,12.08056025449565
23,11,25.1172,297.013,-3.1946,-7.20675,7.883065058877797
24,11,25.833,296.238,-1.52493,-7.96392,8.108602424049412
1,12,36.0176,295.334,-0.388517,-2.05182,2.0882793806598294
2,12,37.9609,295.209,0.381516,-2.83531,2.8608630261436847
3,12,44.6406,295.288,-0.939051,-2.51266,2.6824013600132623
4,12,46.8184,294.915,-0.469292,-3.74798,3.7772462273015774
5,12,48.5273,294.59,-1.41695,-4.18065,4.4142475831108525
6,12,0.0,294.184,-0.99872,-2.30541,2.512440428448006
7,12,28.4082,293.684,-2.92429,-3.4252,4.503717025313646
8,12,181.248,294.681,-2.46268,-5.15408,5.71220915485419
9,12,355.843,295.98,-1.99996,-3.91654,4.397627266288038
10,12,462.562,296.98,-1.5662,-2.46216,2.9180840127727645
11,12,555.925,297.854,-3.38908,-2.80518,4.399420198026099
12,12,654.372,299.227,-3.18041,-1.9142,3.712030361958264
13,12,687.367,300.803,-4.72667,-2.07103,5.160482007506664
14,12,622.208,302.004,-5.65002,-1.85685,5.947320230397889
15,12,522.779,302.458,-4.50552,-1.69548,4.813975789386565
16,12,382.0,302.537,-4.68759,-2.91578,5.520441378775795
17,12,238.81,302.037,-4.72143,-3.19273,5.699598766386981
18,12,87.7336,300.989,-4.42837,-2.86568,5.274711624278621
19,12,8.35156,300.113,-4.20248,-1.08531,4.340361269122653
20,12,0.0,299.409,-3.73578,-3.64878,5.222034823399783
21,12,22.7451,298.332,-11.7498,-2.73938,12.06490790782922
22,12,22.5518,297.412,-2.55621,-3.83552,4.60927578199656
23,12,23.0127,296.256,-2.29323,-7.6755,8.010755525098741
24,12,25.5029,296.337,-0.836458,-6.75494,6.806531891452798
1,13,37.2422,298.394,-0.413908,-2.1236,2.1635611367520915
2,13,39.9648,298.022,-0.558914,-3.63805,3.6807326257004864
3,13,45.9355,297.302,-0.777918,-4.29342,4.363325762663613
4,13,46.5742,296.778,-0.522026,-4.76165,4.79017973224137
5,13,48.1533,296.434,-0.598591,-5.23485,5.268962488743016
6,13,0.0,296.277,-1.17938,-3.22729,3.4360352047818137
7,13,21.5371,296.062,-0.866676,-3.88028,3.9758898585569495
8,13,149.608,296.435,-0.0974464,-4.27908,4.280189417218934
9,13,304.343,297.439,-3.22359,-3.39212,4.67953102164095
10,13,395.921,298.854,-3.48124,-3.28052,4.7833924580782625
11,13,468.566,300.31,-2.07072,-2.01904,2.8921279086513443
12,13,606.419,301.972,-2.40795,-2.80189,3.6944296954469173
13,13,649.695,303.968,-4.46299,-1.95287,4.8715481088664205
14,13,614.552,305.093,-4.99865,-2.16837,5.448699870556277
15,13,534.576,305.803,-4.77505,-1.89372,5.136854868584473
16,13,401.5,306.048,-4.93368,-3.23024,5.897088162813915
17,13,274.74,305.764,-6.29077,-3.3441,7.12438011358883
18,13,116.906,304.762,-6.8854,-3.05025,7.530787357408254
19,13,10.3398,303.511,-6.53159,-2.44859,6.975475676697611
20,13,0.0,302.821,-5.30707,-3.88316,6.57601122037516
21,13,24.0645,301.295,-13.8611,-4.36242,14.531373006925396
22,13,23.6104,300.489,-2.44293,-3.57575,4.330576756899709
23,13,25.084,299.644,-10.052,-6.87276,12.176926295974694
24,13,27.7031,298.644,-7.17435,-6.41314,9.622871846912439
1,14,37.4727,297.148,-0.605314,-0.238834,0.6507278372345846
2,14,39.1543,297.193,0.648117,-1.11461,1.2893452205631355
3,14,45.751,296.725,-0.88534,-2.53512,2.6852672734757705
4,14,46.3506,296.531,-1.0357,-0.648855,1.222165005645719
5,14,48.0898,296.621,-1.81734,-3.7246,4.144317776860264
6,14,0.0,296.212,-1.5036,-0.48461,1.5797657459572922
7,14,20.3711,295.906,-1.92527,-0.734774,2.0607176914793546
8,14,146.045,296.625,0.855679,-1.57889,1.7958508243005595
9,14,300.124,297.694,0.204144,-1.94193,1.952630763261708
10,14,408.296,299.229,-5.12187,-3.6106,6.266576789356371
11,14,516.847,300.612,-3.10197,0.471191,3.1375530018441125
12,14,626.857,301.5,-1.88842,-2.48744,3.1230574522413126
13,14,664.414,302.983,-5.82139,-1.2058,5.944958803229842
14,14,611.161,304.863,-4.44884,-1.57169,4.718303381693466
15,14,542.669,305.448,-7.21646,-1.88298,7.458076736800178
16,14,413.797,305.94,-4.73837,-2.60817,5.408761503874985
17,14,278.185,305.629,-5.82885,-3.46714,6.782075795956574
18,14,122.445,304.496,-5.25063,-3.31197,6.207919190662842
19,14,11.5273,304.012,-5.19565,-1.75328,5.483499765742677
20,14,0.0,302.451,-3.08636,-4.31675,5.306594822680548
21,14,23.1475,301.851,-2.75568,-2.24524,3.554556923162154
22,14,22.8662,300.367,-8.34625,-3.1695,8.927800362491311
23,14,23.2578,299.289,-1.1692,-5.15401,5.284964306416837
24,14,25.7412,298.394,-0.812044,-5.27252,5.334686739475524
1,15,37.3027,296.336,0.889803,-2.34284,2.5061222325355557
2,15,40.5234,296.336,-2.05794,-3.1732,3.782104610345938
3,15,46.5762,296.069,-0.893152,-1.7529,1.9673278590778915
4,15,46.0283,295.74,-0.633354,-4.80462,4.846185162962307
5,15,48.4111,295.612,-1.09273,-4.56493,4.693894412723831
6,15,0.0,295.121,-1.66962,-3.57006,3.9411875555471854
7,15,22.8594,295.163,-2.35007,-3.21134,3.9793885963172784
8,15,154.779,296.235,-1.13358,-2.5867,2.824184927797753
9,15,316.343,297.679,-4.07027,-1.96048,4.517806957285803
10,15,394.109,298.589,-4.37089,-2.04224,4.824460965714201
11,15,467.237,299.796,-2.48772,-1.84814,3.0990921667481914
12,15,626.388,301.613,-4.12182,-3.25111,5.249677737204446
13,15,701.789,302.709,-5.62217,-2.73021,6.25002737218006
14,15,661.365,303.541,-4.91174,-2.50528,5.513766199794837
15,15,582.982,304.019,-3.89614,-1.8654,4.319678698653408
16,15,458.718,304.006,-4.8956,-2.74684,5.613557637149547
17,15,299.623,303.377,-5.13549,-3.1605,6.030092685033954
18,15,130.429,301.973,-5.7272,-2.77193,6.362736499722426
19,15,11.2266,300.598,-6.84897,-2.83141,7.411158657659407
20,15,0.0,299.612,-1.58734,-3.9398,4.247548977422156
21,15,23.3311,298.836,-5.80744,-4.23938,7.190180953077606
22,15,22.9912,297.986,-0.556213,-4.7945,4.826655482978768
23,15,25.2754,297.594,-5.87331,-6.72042,8.925234749433764
24,15,27.4688,296.861,-5.71341,-5.16119,7.699411408945491
1,16,38.8623,296.227,-0.0242596,-1.94001,1.9401616758126523
2,16,41.0596,296.047,-0.907547,-3.8734,3.9782997771923876
3,16,46.5283,295.842,-0.281824,-4.58493,4.593583336772721
4,16,46.2793,295.597,-0.315971,-4.8095,4.819868039982111
5,16,49.0752,295.427,-0.931599,-4.61083,4.704001486575127
6,16,0.0,295.222,-1.28583,-2.48363,2.796743957855277
7,16,24.623,295.514,-1.44871,-2.88126,3.224968193905174
8,16,166.412,296.767,-0.727329,-2.81131,2.9038717930275437
9,16,315.155,297.899,-3.37398,-1.6099,3.7383845508989575
10,16,398.327,299.17,-1.55644,-2.1604,2.6626741508491047
11,16,468.331,300.401,-3.24358,-2.00439,3.8129241388336066
12,16,638.513,301.795,-3.73022,-3.58314,5.172372135490639
13,16,727.648,302.814,-3.28038,-3.21459,4.592872936681354
14,16,670.318,303.545,-4.5758,-2.75919,5.343320605775027
15,16,600.044,303.894,-4.39712,-2.3068,4.965479889638059
16,16,464.547,303.769,-4.6495,-2.97731,5.521071008970995
17,16,298.115,303.019,-4.19897,-3.19957,5.2790716272655365
18,16,125.296,301.37,-2.50454,-3.46041,4.271669226391482
19,16,10.457,300.222,-4.46616,-3.87047,5.9099173569940895
20,16,0.0,299.347,-3.87836,-4.71909,6.108312919104586
21,16,23.7881,298.618,-3.74201,-5.32336,6.506980907433186
22,16,23.5215,297.824,0.0678101,-5.36091,5.361338847504605
23,16,25.8086,297.047,-4.33327,-6.83761,8.095068832628911
24,16,27.4189,296.616,-4.3804,-5.15338,6.763521980773035
1,17,37.7305,298.654,-0.289885,-1.73053,1.7546416711468469
2,17,40.8867,298.279,-2.31868,-3.52086,4.215771825182193
3,17,45.9668,298.008,-1.51718,-2.65622,3.0589769271441063
4,17,46.625,297.029,-2.06695,-3.90813,4.421058968098028
5,17,48.0303,296.784,-2.34761,-4.50096,5.076407551970192
6,17,0.0,296.493,-2.2077,-2.85814,3.6114960265241884
7,17,21.6934,296.114,-2.16941,-3.63956,4.23706699754677
8,17,152.318,296.524,-2.54569,-4.03885,4.7741854696482
9,17,312.921,297.531,-0.884724,-2.66117,2.804382699468102
10,17,414.999,298.662,-1.88945,-2.84497,3.4152416610541634
11,17,483.378,300.052,-3.44377,-1.8501,3.9092738229625206
12,17,622.107,301.552,-2.88549,-2.38099,3.7410113499159556
13,17,668.164,303.586,-4.13585,-1.64428,4.450720384488336
14,17,624.849,304.621,-3.98498,-1.93302,4.429066709906276
15,17,542.904,305.467,-6.16763,-1.34294,6.312142873897897
16,17,391.734,305.717,-3.7286,-2.75172,4.63405016356103
17,17,263.99,305.594,-4.82397,-3.57847,6.006341157626663
18,17,119.366,304.815,-6.60317,-3.42721,7.439598270941786
19,17,10.6973,303.69,-6.56186,-2.20348,6.921945591378193
20,17,0.0,302.719,-5.09515,-3.44175,6.1486743762375315
21,17,24.0742,301.439,-0.494938,-4.40539,4.433105534040894
22,17,23.8008,300.219,-7.60309,-4.30231,8.735951515673607
23,17,25.6523,299.868,-4.60085,-7.07589,8.440144549390135
24,17,28.2373,298.906,-0.414583,-5.54596,5.561434292112872
1,18,36.915,298.843,-1.56332,-1.46003,2.1390785453788275
2,18,40.1123,298.453,-1.5843,-2.63707,3.0763850010848777
3,18,45.5781,298.44,-0.196863,-0.964321,0.9842103595319448
4,18,46.5137,297.559,-2.29351,-2.39983,3.3195439670231814
5,18,47.6445,297.587,-1.82613,-1.50878,2.3687903801940773
6,18,0.0,296.659,-2.74872,-1.79125,3.2808593692659245
7,18,20.4473,296.534,-3.55027,-2.80509,4.524704076622028
8,18,147.451,296.927,-3.65604,-3.79959,5.272903626058416
9,18,304.155,298.01,-1.76754,-2.50443,3.0653494542221447
10,18,406.827,298.54,-3.77226,-1.09595,3.9282377614014155
11,18,504.784,299.994,-3.78459,-1.48975,4.067244341147947
12,18,624.904,301.432,-3.03686,-2.07142,3.6760439981044835
13,18,667.445,303.528,-4.39366,-2.06224,4.853563846618276
14,18,613.849,304.998,-3.98009,-1.58341,4.283491990911154
15,18,547.232,305.839,-6.32974,-1.55876,6.518845082159876
16,18,406.187,306.084,-3.83017,-2.94117,4.829149324446284
